assembly_id	label	label_source	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree	NCBI_domain	NCBI_phylum	NCBI_class	NCBI_order	NCBI_family	NCBI_genus	NCBI_species
GCF_000023465.1	GCF_000023465.1_Bacteria_Bacteroidota_Flavobacteriia_Zunongwangia_profunda_SMA-87	NCBI	655815	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	Zunongwangia profunda
GCF_000023605.1	GCF_000023605.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Pectobacterium_carotovorum_PC1	NCBI	561230	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium carotovorum
GCF_000023705.1	GCF_000023705.1_Bacteria_Pseudomonadota_Betaproteobacteria_Methylotenera_mobilis_JLW8	NCBI	583345	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylotenera	Methylotenera mobilis
GCF_000023745.1	GCF_000023745.1_Bacteria_Pseudomonadota_Betaproteobacteria_Methylovorus_glucosotrophus_SIP3-4	NCBI	582744	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylovorus	Methylovorus glucosotrophus
GCF_000023785.1	GCF_000023785.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Hirschia_baltica_ATCC_49814	NCBI	582402	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomonadales	Hyphomonadaceae	Hirschia	Hirschia baltica
GCF_000023825.1	GCF_000023825.1_Bacteria_Bacteroidota_Sphingobacteriia_Pedobacter_heparinus_DSM_2366	NCBI	485917	14	14	87.50	0.00	13	Yes	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter heparinus
GCF_000023845.1	GCF_000023845.1_Bacteria_Actinomycetota_Coriobacteriia_Cryptobacterium_curtum_DSM_15641	NCBI	469378	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Cryptobacterium	Cryptobacterium curtum
GCF_000023865.1	GCF_000023865.1_Bacteria_Actinomycetota_Actinomycetes_Saccharomonospora_viridis_DSM_43017	NCBI	471857	14	14	87.50	0.00	12	Yes	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora viridis
GCF_000023885.1	GCF_000023885.1_Bacteria_Actinomycetota_Coriobacteriia_Slackia_heliotrinireducens_DSM_20476	NCBI	471855	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia heliotrinireducens
GCF_000023905.1	GCF_000023905.1_Bacteria_Fusobacteriota_Fusobacteriia_Leptotrichia_buccalis_DSM_1135	NCBI	523794	14	14	87.50	0.00	12	Yes	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia buccalis
GCF_000023925.1	GCF_000023925.1_Bacteria_Actinomycetota_Actinomycetes_Kytococcus_sedentarius_DSM_20547	NCBI	478801	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Kytococcaceae	Kytococcus	Kytococcus sedentarius
GCF_000023945.1	GCF_000023945.1_Archaea_Euryarchaeota_Halobacteria_Halorhabdus_utahensis_DSM_12940	NCBI	519442	15	14	93.75	6.25	8	Yes	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus utahensis
GCF_000023965.1	GCF_000023965.1_Archaea_Euryarchaeota_Halobacteria_Halomicrobium_mukohataei_DSM_12286	NCBI	485914	14	13	87.50	6.25	7	Yes	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicrobium	Halomicrobium mukohataei
GCF_000023985.1	GCF_000023985.1_Archaea_Euryarchaeota_Methanococci_Methanocaldococcus_fervens_AG86	NCBI	573064	15	15	93.75	0.00	9	Yes	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus fervens
GCF_000024005.1	GCF_000024005.1_Bacteria_Bacteroidota_Chitinophagia_Chitinophaga_pinensis_DSM_2588	NCBI	485918	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
GCF_000024025.1	GCF_000024025.1_Bacteria_Actinomycetota_Actinomycetes_Catenulispora_acidiphila_DSM_44928	NCBI	479433	13	13	81.25	0.00	13	Yes	Bacteria	Actinomycetota	Actinomycetes	Catenulisporales	Catenulisporaceae	Catenulispora	Catenulispora acidiphila
GCF_000024065.1	GCF_000024065.1_Bacteria_Actinomycetota_Actinomycetes_Jonesia_denitrificans_DSM_20603	NCBI	471856	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Jonesiaceae	Jonesia	Jonesia denitrificans
GCF_000024085.1	GCF_000024085.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Kangiella_koreensis_DSM_16069	NCBI	523791	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Kangiellales	Kangiellaceae	Kangiella	Kangiella koreensis
GCF_000024105.1	GCF_000024105.1_Bacteria_Bacillota_Tissierellia_Anaerococcus_prevotii_DSM_20548	NCBI	525919	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii
GCF_000024125.1	GCF_000024125.1_Bacteria_Bacteroidota_Flavobacteriia_Robiginitalea_biformata_HTCC2501	NCBI	313596	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Robiginitalea	Robiginitalea biformata
GCF_000024185.1	GCF_000024185.1_Archaea_Euryarchaeota_Methanobacteria_Methanobrevibacter_ruminantium_M1	NCBI	634498	15	15	93.75	0.00	10	Yes	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter ruminantium
GCF_000024205.1	GCF_000024205.1_Bacteria_Bacillota_Clostridia_Desulfofarcimen_acetoxidans_DSM_771	NCBI	485916	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Desulfofarcimen	Desulfofarcimen acetoxidans
GCF_000024225.1	GCF_000024225.1_Bacteria_Actinomycetota_Coriobacteriia_Lancefieldella_parvula_DSM_20469	NCBI	521095	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella parvula
GCF_000024265.1	GCF_000024265.1_Bacteria_Actinomycetota_Coriobacteriia_Eggerthella_lenta_DSM_2243	NCBI	479437	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella lenta
GCF_000024285.1	GCF_000024285.1_Bacteria_Bacillota_Bacilli_Alicyclobacillus_acidocaldarius_DSM_446	NCBI	521098	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus acidocaldarius
GCF_000024325.1	GCF_000024325.1_Bacteria_Thermodesulfobacteriota_Desulfovibrionia_Desulfohalobium_retbaense_DSM_5692	NCBI	485915	14	14	87.50	0.00	14	Yes	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfohalobiaceae	Desulfohalobium	Desulfohalobium retbaense
GCF_000024345.1	GCF_000024345.1_Bacteria_Actinomycetota_Actinomycetes_Kribbella_flavida_DSM_17836	NCBI	479435	14	14	87.50	0.00	12	Yes	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella flavida
GCF_000024365.1	GCF_000024365.1_Bacteria_Actinomycetota_Actinomycetes_Nakamurella_multipartita_DSM_44233	NCBI	479431	14	14	87.50	0.00	13	Yes	Bacteria	Actinomycetota	Actinomycetes	Nakamurellales	Nakamurellaceae	Nakamurella	Nakamurella multipartita
GCF_000024385.1	GCF_000024385.1_Bacteria_Actinomycetota_Actinomycetes_Thermomonospora_curvata_DSM_43183	NCBI	471852	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Thermomonospora curvata
GCF_000024405.1	GCF_000024405.1_Bacteria_Fusobacteriota_Fusobacteriia_Sebaldella_termitidis_ATCC_33386	NCBI	526218	14	14	87.50	0.00	13	Yes	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella	Sebaldella termitidis
GCF_000024425.1	GCF_000024425.1_Bacteria_Deinococcota_Deinococci_Meiothermus_ruber_DSM_1279	NCBI	504728	14	14	87.50	0.00	14	Yes	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Meiothermus	Meiothermus ruber
GCF_000024505.1	GCF_000024505.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Anaplasma_centrale_Israel	NCBI	574556	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma centrale
GCF_000024545.1	GCF_000024545.1_Bacteria_Actinomycetota_Actinomycetes_Stackebrandtia_nassauensis_DSM_44728	NCBI	446470	13	13	81.25	0.00	13	Yes	Bacteria	Actinomycetota	Actinomycetes	Glycomycetales	Glycomycetaceae	Stackebrandtia	Stackebrandtia nassauensis
GCF_000024565.1	GCF_000024565.1_Bacteria_Fusobacteriota_Fusobacteriia_Streptobacillus_moniliformis_DSM_12112	NCBI	519441	14	14	87.50	0.00	13	Yes	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Streptobacillus moniliformis
GCF_000024605.1	GCF_000024605.1_Bacteria_Bacillota_Clostridia_Ammonifex_degensii_KC4	NCBI	429009	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Ammonifex	Ammonifex degensii
GCF_000024625.1	GCF_000024625.1_Archaea_Euryarchaeota_Methanococci_Methanocaldococcus_vulcanius_M7	NCBI	579137	15	15	93.75	0.00	9	Yes	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus vulcanius
GCF_000024725.1	GCF_000024725.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Nitrosococcus_halophilus_Nc_4	NCBI	472759	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus halophilus
GCF_000024765.1	GCF_000024765.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Halothiobacillus_neapolitanus_c2	NCBI	555778	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Halothiobacillus	Halothiobacillus neapolitanus
GCF_000024785.1	GCF_000024785.1_Bacteria_Actinomycetota_Actinomycetes_Gordonia_bronchialis_DSM_43247	NCBI	526226	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Gordoniaceae	Gordonia	Gordonia bronchialis
GCF_000024845.1	GCF_000024845.1_Bacteria_Bacteroidota_NA_Rhodothermus_marinus_DSM_4252	NCBI	518766	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	NA	NA	Rhodothermaceae	Rhodothermus	Rhodothermus marinus
GCF_000024865.1	GCF_000024865.1_Bacteria_Actinomycetota_Actinomycetes_Streptosporangium_roseum_DSM_43021	NCBI	479432	14	14	87.50	0.00	13	Yes	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium roseum
GCF_000024885.1	GCF_000024885.1_Bacteria_Campylobacterota_Epsilonproteobacteria_Sulfurospirillum_deleyianum_DSM_6946	NCBI	525898	13	13	81.25	0.00	12	Yes	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum	Sulfurospirillum deleyianum
GCF_000024925.1	GCF_000024925.1_Bacteria_Actinomycetota_Actinomycetes_Sanguibacter_keddieii_DSM_10542	NCBI	446469	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Sanguibacteraceae	Sanguibacter	Sanguibacter keddieii
GCF_000024945.1	GCF_000024945.1_Bacteria_Bacillota_Negativicutes_Veillonella_parvula_DSM_2008	NCBI	479436	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula
GCF_000024965.1	GCF_000024965.1_Bacteria_Actinomycetota_Actinomycetes_Xylanimonas_cellulosilytica_DSM_15894	NCBI	446471	14	14	87.50	0.00	13	Yes	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Xylanimonas	Xylanimonas cellulosilytica
GCF_000024985.1	GCF_000024985.1_Bacteria_Thermomicrobiota_Thermomicrobia_Sphaerobacter_thermophilus_DSM_20745	NCBI	479434	14	14	87.50	0.00	14	Yes	Bacteria	Thermomicrobiota	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	Sphaerobacter thermophilus
GCF_000025005.1	GCF_000025005.1_Bacteria_Chloroflexota_NA_Thermobaculum_terrenum_ATCC_BAA-798	NCBI	525904	14	14	87.50	0.00	14	Yes	Bacteria	Chloroflexota	NA	NA	NA	Thermobaculum	Thermobaculum terrenum
GCF_000025065.1	GCF_000025065.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Dickeya_parazeae_Ech586	NCBI	590409	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya parazeae
GCF_000025085.1	GCF_000025085.1_Bacteria_Bacillota_Bacilli_Staphylococcus_lugdunensis_HKU09-01	NCBI	698737	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus lugdunensis
GCF_000025185.1	GCF_000025185.1_Bacteria_Planctomycetota_Planctomycetia_Pirellula_staleyi_DSM_6068	NCBI	530564	14	14	87.50	0.00	13	Yes	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Pirellula	Pirellula staleyi
GCF_000025205.1	GCF_000025205.1_Bacteria_Actinomycetota_Actinomycetes_Gardnerella_vaginalis_409-05	NCBI	553190	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Gardnerella vaginalis
GCF_000025225.2	GCF_000025225.2_Bacteria_Bacillota_Clostridia_Mageeibacillus_indolicus_UPII9-5	NCBI	699246	14	14	87.50	0.00	13	Yes	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Mageeibacillus	Mageeibacillus indolicus
GCF_000025265.1	GCF_000025265.1_Bacteria_Actinomycetota_Thermoleophilia_Conexibacter_woesei_DSM_14684	NCBI	469383	13	12	81.25	6.25	12	Yes	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter woesei
GCF_000025285.1	GCF_000025285.1_Archaea_Euryarchaeota_Archaeoglobi_Archaeoglobus_profundus_DSM_5631	NCBI	572546	15	15	93.75	0.00	9	Yes	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus profundus
GCF_000025305.1	GCF_000025305.1_Bacteria_Bacillota_Negativicutes_Acidaminococcus_fermentans_DSM_20731	NCBI	591001	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus fermentans
GCF_000025325.1	GCF_000025325.1_Archaea_Euryarchaeota_Halobacteria_Haloterrigena_turkmenica_DSM_5511	NCBI	543526	15	14	93.75	6.25	7	Yes	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena turkmenica
GCF_000025345.1	GCF_000025345.1_Bacteria_Actinomycetota_Actinomycetes_Geodermatophilus_obscurus_DSM_43160	NCBI	526225	11	11	68.75	0.00	10	Yes	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus	Geodermatophilus obscurus
GCF_000025405.2	GCF_000025405.2_Bacteria_Pseudomonadota_Gammaproteobacteria_Pantoea_ananatis_LMG_20103	NCBI	706191	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea ananatis
GCF_000025485.1	GCF_000025485.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Allochromatium_vinosum_DSM_180	NCBI	572477	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium vinosum
GCF_000025505.1	GCF_000025505.1_Archaea_Euryarchaeota_Archaeoglobi_Ferroglobus_placidus_DSM_10642	NCBI	589924	15	15	93.75	0.00	9	Yes	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus
GCF_000025605.1	GCF_000025605.1_Bacteria_Aquificota_Aquificae_Thermocrinis_albus_DSM_14484	NCBI	638303	14	14	87.50	0.00	14	Yes	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis albus
GCF_000025625.1	GCF_000025625.1_Archaea_Euryarchaeota_Halobacteria_Natrialba_magadii_ATCC_43099	NCBI	547559	15	14	93.75	6.25	7	Yes	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrialba	Natrialba magadii
GCF_000025645.1	GCF_000025645.1_Bacteria_Bacillota_Clostridia_Thermoanaerobacter_italicus_Ab9	NCBI	580331	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter italicus
GCF_000025665.1	GCF_000025665.1_Archaea_Candidatus_Thermoplasmatota_NA_Candidatus_Aciduliprofundum_boonei_T469	NCBI	439481	15	15	93.75	0.00	9	Yes	Archaea	Candidatus Thermoplasmatota	NA	NA	NA	Aciduliprofundum	Candidatus Aciduliprofundum boonei
GCF_000025685.1	GCF_000025685.1_Archaea_Euryarchaeota_Halobacteria_Haloferax_volcanii_DS2	NCBI	309800	15	14	93.75	6.25	8	Yes	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax volcanii
GCF_000025705.1	GCF_000025705.1_Bacteria_Pseudomonadota_Betaproteobacteria_Sideroxydans_lithotrophicus_ES-1	NCBI	580332	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sideroxydans	Sideroxydans lithotrophicus
GCF_000025725.1	GCF_000025725.1_Bacteria_Deferribacterota_Deferribacteres_Denitrovibrio_acetiphilus_DSM_12809	NCBI	522772	14	14	87.50	0.00	14	Yes	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Geovibrionaceae	Denitrovibrio	Denitrovibrio acetiphilus
GCF_000025845.1	GCF_000025845.1_Bacteria_Mycoplasmatota_Mollicutes_Mycoplasma_crocodyli_MP145	NCBI	512564	14	14	87.50	0.00	12	Yes	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma crocodyli
GCF_000025865.1	GCF_000025865.1_Archaea_Euryarchaeota_Methanomicrobia_Methanohalophilus_mahii_DSM_5219	NCBI	547558	15	15	93.75	0.00	8	Yes	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus mahii
GCF_000025885.1	GCF_000025885.1_Bacteria_Synergistota_Synergistia_Aminobacterium_colombiense_DSM_12261	NCBI	572547	14	14	87.50	0.00	14	Yes	Bacteria	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	Aminobacterium	Aminobacterium colombiense
GCF_000025905.1	GCF_000025905.1_Bacteria_Verrucomicrobiota_Opitutae_Coraliomargarita_akajimensis_DSM_45221	NCBI	583355	13	13	81.25	0.00	12	Yes	Bacteria	Verrucomicrobiota	Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita	Coraliomargarita akajimensis
GCF_000025925.1	GCF_000025925.1_Bacteria_Bacteroidota_Bacteroidia_Prevotella_ruminicola_Bryant_23	NCBI	264731	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella ruminicola
GCF_000025945.1	GCF_000025945.1_Bacteria_Thermodesulfobacteriota_Desulfobulbia_Desulfotalea_psychrophila_LSv54	NCBI	177439	12	12	75.00	0.00	12	Yes	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfotalea	Desulfotalea psychrophila
GCF_000025965.1	GCF_000025965.1_Bacteria_Pseudomonadota_Betaproteobacteria_Aromatoleum_aromaticum_EbN1	NCBI	76114	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum aromaticum
GCF_000026005.1	GCF_000026005.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Ehrlichia_ruminantium_Welgevonden	NCBI	254945	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia ruminantium
GCF_000026045.1	GCF_000026045.1_Archaea_Euryarchaeota_Halobacteria_Natronomonas_pharaonis_Gabara	NCBI	348780	14	13	87.50	6.25	7	Yes	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas pharaonis
GCF_000026405.1	GCF_000026405.1_Bacteria_Bacillota_Bacilli_Leuconostoc_citreum_KM20	NCBI	349519	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc citreum
GCF_000026505.1	GCF_000026505.1_Bacteria_Bacillota_Bacilli_Lacticaseibacillus_rhamnosus_GG_ATCC_53103	NCBI	568703	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus
GCF_000026605.1	GCF_000026605.1_Bacteria_Bacillota_Bacilli_Streptococcus_equi_H70	NCBI	40041	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equi
GCF_000026945.1	GCF_000026945.1_Eukaryota_Ascomycota_Saccharomycetes_Candida_dubliniensis_CD36	NCBI	573826	15	4	93.75	75.00	3	No	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida dubliniensis
GCF_000027225.1	GCF_000027225.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Xenorhabdus_bovienii_SS-2004	NCBI	406818	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus bovienii
GCF_000027325.1	GCF_000027325.1_Bacteria_Mycoplasmatota_NA_Mycoplasmoides_genitalium_G-37	NCBI	243273	14	14	87.50	0.00	13	Yes	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmoides	Mycoplasmoides genitalium
GCF_000046685.1	GCF_000046685.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Bartonella_quintana_Toulouse	NCBI	283165	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella quintana
GCF_000046705.1	GCF_000046705.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Bartonella_henselae_Houston-1	NCBI	283166	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella henselae
GCF_000055785.1	GCF_000055785.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Chromohalobacter_salexigens_DSM_3043	NCBI	290398	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter salexigens
GCF_000055945.1	GCF_000055945.1_Bacteria_Thermodesulfobacteriota_Desulfovibrionia_Lawsonia_intracellularis_PHE_MN1-00	NCBI	363253	14	14	87.50	0.00	14	Yes	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Lawsonia	Lawsonia intracellularis
GCF_000056065.1	GCF_000056065.1_Bacteria_Bacillota_Bacilli_Lactobacillus_delbrueckii_ATCC_11842	NCBI	390333	14	14	87.50	0.00	13	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus delbrueckii
GCF_000058485.1	GCF_000058485.1_Bacteria_Actinomycetota_Actinomycetes_Frankia_alni_ACN14a	NCBI	326424	14	14	87.50	0.00	12	Yes	Bacteria	Actinomycetota	Actinomycetes	Frankiales	Frankiaceae	Frankia	Frankia alni
GCF_000060345.1	GCF_000060345.1_Bacteria_Bacteroidota_Flavobacteriia_Gramella_forsetii_KT0803	NCBI	411154	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	Gramella forsetii
GCF_000062885.1	GCF_000062885.1_Bacteria_Actinomycetota_Actinomycetes_Saccharopolyspora_erythraea_NRRL_2338	NCBI	405948	14	14	87.50	0.00	13	Yes	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora erythraea
GCF_000063445.1	GCF_000063445.1_Archaea_Euryarchaeota_Methanomicrobia_Methanocella_arvoryzae_MRE50	NCBI	351160	15	15	93.75	0.00	9	Yes	Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella arvoryzae
GCF_000063545.1	GCF_000063545.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Orientia_tsutsugamushi_Boryong	NCBI	357244	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	Orientia tsutsugamushi
GCF_000063605.1	GCF_000063605.1_Bacteria_Mycoplasmatota_Mollicutes_Mycoplasmopsis_agalactiae_PG2	NCBI	347257	14	14	87.50	0.00	12	Yes	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis agalactiae
